id,reduced_formula,spacegroup
concdvae_cifs/eval_gen_FM1_0017.cif,CsZr2U3GeRu(CS2)2,1
concdvae_cifs/eval_gen_FM1_0018.cif,EuNbGe2Sb4CS2N,1
concdvae_cifs/eval_gen_FM1_0019.cif,Y2Al2CuSi4Ni2Ge2(PdS)4,1
concdvae_cifs/eval_gen_FM1_0020.cif,KBaMnFe2Co3Cu3AsPb5S18,1
concdvae_cifs/eval_gen_FM1_0021.cif,Gd2Cd3Cu(TeS)4,1
concdvae_cifs/eval_gen_FM1_0022.cif,Ba2ThPt5(Se2S)4,1
concdvae_cifs/eval_gen_FM1_0023.cif,Rb2BaHgAsP2(PdCl2)3,1
concdvae_cifs/eval_gen_FM1_0024.cif,BeNb4Tl2Cr2As(I4N3)2,1
concdvae_cifs/eval_gen_FM1_0025.cif,NaLa2MgZnSb4Se7S4,1
concdvae_cifs/eval_gen_FM1_0026.cif,InSnPd3Au3S4,1
concdvae_cifs/eval_gen_FM1_0027.cif,LiAl3Tl2(Se2F3)2,1
concdvae_cifs/eval_gen_FM1_0028.cif,KLiAsSeS3,1
concdvae_cifs/eval_gen_FM1_0029.cif,U2Cu3P4Pd4WSeNO3,1
concdvae_cifs/eval_gen_FM1_0030.cif,CaYb2YTm(Bi2Rh)4,1
concdvae_cifs/eval_gen_FM1_0031.cif,Cs5KUAlGa2Te3MoPSe10I,1
concdvae_cifs/eval_gen_FM1_0032.cif,Dy5AlCu6SnHg4Ge5(SCl2)2,1
concdvae_cifs/eval_gen_FM1_0033.cif,PrLu2Cd2In2Se3S5,1
concdvae_cifs/eval_gen_FM1_0034.cif,Ti6ZnPbSe4S7,1
concdvae_cifs/eval_gen_FM1_0035.cif,Na2Ca2NdY7Cu5NiIr8(SeO3)2,1
concdvae_cifs/eval_gen_FM1_0036.cif,Ca3YbNdZnGa4CuSnPd9S4,1
concdvae_cifs/eval_gen_FM1_0037.cif,LiLaDyY2TiFe4CuNi(P3S2)2,1
concdvae_cifs/eval_gen_FM1_0038.cif,CaU2CdCuRh4Se4S7,1
concdvae_cifs/eval_gen_FM1_0039.cif,SmErThTi4V2Ni4Hg2As3P4W2N,1
concdvae_cifs/eval_gen_FM1_0040.cif,RbMg2Ge2Te7Au3(SeCl)2,1
concdvae_cifs/eval_gen_FM1_0041.cif,Dy4TaTl3P4Pd4Se4O,1
concdvae_cifs/eval_gen_FM1_0042.cif,Gd3BeAl3TlCu2P6Pt3S7,1
concdvae_cifs/eval_gen_FM1_0043.cif,K5Li3Pr3Ge2Se6S7,1
concdvae_cifs/eval_gen_FM1_0044.cif,ScCd2FeAsS3O4,1
concdvae_cifs/eval_gen_FM1_0045.cif,KRbCe2DyFeNi5P6(PdSe2)3,1
concdvae_cifs/eval_gen_FM1_0046.cif,Ba2Ni11GeSe6S8N,1
concdvae_cifs/eval_gen_FM1_0047.cif,BaCaLaY2Sb2Te6(PPt)3,1
concdvae_cifs/eval_gen_FM1_0048.cif,La2Ce3ScCu2(PdS3)4,1
concdvae_cifs/eval_gen_FM1_0049.cif,Ba2PrEuAlNi3Sn2(Se4S3)2,1
concdvae_cifs/eval_gen_FM1_0050.cif,Ca2Ce3Cu3Si5Ni(Pd2O)3,1
concdvae_cifs/eval_gen_FM1_0051.cif,LiCa3Pd4(PtI3)2,1
concdvae_cifs/eval_gen_FM1_0052.cif,Cs3KCo2SnHgMo4(PBr2)4,1
concdvae_cifs/eval_gen_FM1_0053.cif,CsNbCu3Te8P(Pt2Se)2,1
concdvae_cifs/eval_gen_FM1_0054.cif,NaCaCeSnGe3AsPPd7F6,1
concdvae_cifs/eval_gen_FM1_0055.cif,BaYb2CrCu4PbS10,1
concdvae_cifs/eval_gen_FM1_0056.cif,DyY5Ni3Sn2P6Se5,1
concdvae_cifs/eval_gen_FM1_0057.cif,Na3SmAgHgTe4(SeO3)2,1
concdvae_cifs/eval_gen_FM1_0058.cif,ErUNb9As4Ir13,1
concdvae_cifs/eval_gen_FM1_0059.cif,CaTm2Cu4Ni4Sb2As2PPbSe5,1
concdvae_cifs/eval_gen_FM1_0060.cif,Ca8La2In6Sn2(PPd2)3,1
concdvae_cifs/eval_gen_FM1_0061.cif,Ho4(GaPt)3,1
concdvae_cifs/eval_gen_FM1_0062.cif,LaCeCuNiAs2P2Pd,1
concdvae_cifs/eval_gen_FM2_0001.cif,Rb2Li2DyPaSn(Se3O2)2,1
concdvae_cifs/eval_gen_FM2_0002.cif,Pr3(Pd5S7)2,1
concdvae_cifs/eval_gen_FM2_0003.cif,ErCr7PdRhWNO20,1
concdvae_cifs/eval_gen_FM2_0004.cif,Sr4VCu6Ni3Cl4(O5F)2,1
concdvae_cifs/eval_gen_FM2_0005.cif,CsRb2CuSb2AsWCl7O5,1
concdvae_cifs/eval_gen_FM2_0006.cif,Cs2Li2Ta2AgAsHS6O5,1
concdvae_cifs/eval_gen_FM2_0007.cif,Rb2SrLi2PrUZn2Ge3(Se3O5)2,1
concdvae_cifs/eval_gen_FM2_0008.cif,Ba2Ca4LaIn2CoCuBi3(Cl3O7)2,1
concdvae_cifs/eval_gen_FM2_0009.cif,Rb2Sr3CaCu3Bi2P3(ClO9)2,1
concdvae_cifs/eval_gen_FM2_0010.cif,KCa2PrCr2CuAgPbSClO9,1
concdvae_cifs/eval_gen_FM2_0011.cif,CsRb2SrNpSiP2HNO12,1
concdvae_cifs/eval_gen_FM2_0012.cif,BaLaFeCoAg2Bi2P2O13,1
concdvae_cifs/eval_gen_FM2_0013.cif,KSrLiLaCuAg3Se5S2O7,1
concdvae_cifs/eval_gen_FM2_0014.cif,Ba2Ca7DyY2Cu5S8Cl3O7,1
concdvae_cifs/eval_gen_FM2_0015.cif,NaTaV2PbW2Cl2O13,1
concdvae_cifs/eval_gen_FM2_0016.cif,K2LiTmCuNi2BAs2(HO6)2,1
concdvae_cifs/eval_gen_FM2_0017.cif,KSrLiMgTl2H4(Cl3O2)2,1
concdvae_cifs/eval_gen_FM2_0018.cif,Rb2Li4GdTl5Cl4(O2F3)2,1
concdvae_cifs/eval_gen_FM2_0019.cif,RbLiCaHClO2,1
concdvae_cifs/eval_gen_FM2_0020.cif,KLiCe2Al4TlCdCu3B2HW2(SO)10,1
concdvae_cifs/eval_gen_FM2_0021.cif,Na2LiLa7Ti2Nb3ZnCu3(SbS)10,1
concdvae_cifs/eval_gen_FM2_0022.cif,Ba3NaLi3ZrCu2AgS5Cl6,1
concdvae_cifs/eval_gen_FM2_0023.cif,Na2Li2GdVBiSbAsO15,1
concdvae_cifs/eval_gen_FM2_0024.cif,K2RbLa4PrCo2Cu(Cl2O3)3,1
concdvae_cifs/eval_gen_FM2_0025.cif,Rb3Na2CaMgBeCrCu6NiH2Cl7O13,1
concdvae_cifs/eval_gen_FM2_0026.cif,NaLi5NdYCoSn2W(SO2)4,1
concdvae_cifs/eval_gen_FM2_0027.cif,K2NaSr2LiLaDyInCu2PtS12,1
concdvae_cifs/eval_gen_FM2_0028.cif,Li3ZnNi2BPt(OF)6,1
concdvae_cifs/eval_gen_FM2_0029.cif,KBa2NaSr4LiI3(Cl3O2)2,1
concdvae_cifs/eval_gen_FM2_0030.cif,Ba2LaNd4CuBiPt4(SF)11,1
concdvae_cifs/eval_gen_FM2_0031.cif,CsCaY2Ni2BiB2SbO11F7,1
concdvae_cifs/eval_gen_FM2_0032.cif,BaLiThZn2CdCuNi2As2Se4O11,1
concdvae_cifs/eval_gen_FM2_0033.cif,LiTbMnFeSiAgBiSb(O5F)2,1
concdvae_cifs/eval_gen_FM2_0034.cif,Li6In3CuBi2(SO3)3,1
concdvae_cifs/eval_gen_FM2_0035.cif,CsNaDy2HfThCd2CuPd3S7(ClO2)3,1
concdvae_cifs/eval_gen_FM2_0036.cif,Ba6In2CuBIrPb3S6ClO10F,1
concdvae_cifs/eval_gen_FM2_0037.cif,K5La2Cu5Se2ClO13F4,1
concdvae_cifs/eval_gen_FM2_0038.cif,SrLi2LaMn2Sb2IrRu(S3O4)2,1
concdvae_cifs/eval_gen_FM2_0039.cif,K2Li2Ca3YBeCdBiMoN3O4F5,1
concdvae_cifs/eval_gen_FM2_0040.cif,Na3CaLaCoCuTeO7F,1
concdvae_cifs/eval_gen_FM2_0041.cif,Y3Tl2Cu4Mo2Se7O6,1
concdvae_cifs/eval_gen_FM2_0042.cif,Eu3MnNb3CoCu2BiO19,1
concdvae_cifs/eval_gen_FM2_0043.cif,La2LuScCr2NiGeBiSb2Pt(S4O5)2,1
concdvae_cifs/eval_gen_FM2_0044.cif,Ba2NaCa2Be2Pd2Se5O6,1
concdvae_cifs/eval_gen_FM2_0045.cif,RbTlInFe2BiAsP2WO20,1
concdvae_cifs/eval_gen_FM2_0046.cif,LaHo2LuCr2Cd2Cu4Ni(SO5)3,1
concdvae_cifs/eval_gen_FM2_0047.cif,NaNdMn3Ag3(SeO)4,1
concdvae_cifs/eval_gen_FM2_0048.cif,K2MgMn2TcSb(Cl3O4)2,1
concdvae_cifs/eval_gen_FM2_0049.cif,Li2Ca2CeCoCuTeH(ClO5)2,1
concdvae_cifs/eval_gen_FM2_0050.cif,Li2Mn2ZnSnO6,1
concdvae_cifs/eval_gen_FM2_0051.cif,Cr5Cu2SiNi2PWO20,1
concdvae_cifs/eval_gen_FM2_0052.cif,KNa3BeP2PtW(S3O4)2,1
concdvae_cifs/eval_gen_FM2_0053.cif,K5Ag2Te2S(O2F3)2,1
concdvae_cifs/eval_gen_FM2_0054.cif,Li3CeCuNiS3OF3,1
concdvae_cifs/eval_gen_FM2_0055.cif,NaLi3Be3Nb2V3SiAsH3(NO3)4,1
concdvae_cifs/eval_gen_FM2_0056.cif,Rb2Li3Mg5Cu2NiPd(Cl3O5)2,1
concdvae_cifs/eval_gen_FM2_0057.cif,RbNa3NbNi3TePdO9F8,1
concdvae_cifs/eval_gen_FM2_0058.cif,BaSrLi2Ca2La2MnV2Co(SO)8,1
concdvae_cifs/eval_gen_FM2_0059.cif,Mn2Bi2W3(O7F2)2,1
concdvae_cifs/eval_gen_FM2_0060.cif,Na2Cr4Cd2Cu2P2WSe2O17,1
concdvae_cifs/eval_gen_FM2_0061.cif,K3BaFe2As3PO15F,1
concdvae_cifs/eval_gen_FM2_0062.cif,RbNaCaMg3ZnW4N3ClO13,1
concdvae_cifs/eval_gen_FM3_0001.cif,Ba4LiCaCeEr2Mn2RuO16,1
concdvae_cifs/eval_gen_FM3_0002.cif,BaLa2YTi2AlFe2B(AsO9)2,1
concdvae_cifs/eval_gen_FM3_0003.cif,Sr2LiTiV2Cu2(ClO2)4,1
concdvae_cifs/eval_gen_FM3_0004.cif,Rb2Na2Li3CaUBe2NbNiH2O11F7,1
concdvae_cifs/eval_gen_FM3_0005.cif,Ba2Li3Ca2Lu2AlB3PHWO20,1
concdvae_cifs/eval_gen_FM3_0006.cif,Li2La2Pr2YZn3InNiBiO17,1
concdvae_cifs/eval_gen_FM3_0007.cif,Ba3TmSbMo(OF)6,1
concdvae_cifs/eval_gen_FM3_0008.cif,NaSrTm4UCo4WO18,1
concdvae_cifs/eval_gen_FM3_0009.cif,Li2CaLaDy4TaMn(SO)8,1
concdvae_cifs/eval_gen_FM3_0010.cif,K2LiMgZr2AlTlVInSi3O19F,1
concdvae_cifs/eval_gen_FM3_0011.cif,Rb4Gd2UNbIn2CuBi(ClO8)2,1
concdvae_cifs/eval_gen_FM3_0012.cif,K6Ho2U2Te(HO6)3,1
concdvae_cifs/eval_gen_FM3_0013.cif,K2RbBaNaLi2V3Bi(PO7)3,1
concdvae_cifs/eval_gen_FM3_0014.cif,Rb2Na2Sr4NdFeAs2Cl2O13F2,1
concdvae_cifs/eval_gen_FM3_0015.cif,Rb2NaCaGdYTl2Zn(SO6)3,1
concdvae_cifs/eval_gen_FM3_0016.cif,Rb3TbYAlP2O8F5,1
concdvae_cifs/eval_gen_FM3_0017.cif,Ca2Zr2U3GaS9O5,1
concdvae_cifs/eval_gen_FM3_0018.cif,CsK3RbGdSe3Cl4,1
concdvae_cifs/eval_gen_FM3_0019.cif,Rb2LiUTlVZn(OF5)2,1
concdvae_cifs/eval_gen_FM3_0020.cif,LiCa2Ti2W(OF)6,1
concdvae_cifs/eval_gen_FM3_0021.cif,Li7CaNb2V3O17,1
concdvae_cifs/eval_gen_FM3_0022.cif,Cs2Rb3Ba2Ca2WCl4(O2F3)2,1
concdvae_cifs/eval_gen_FM3_0023.cif,KLiLaPrMn2ZnCd2W3ClO18,1
concdvae_cifs/eval_gen_FM3_0024.cif,CsRbLiCaLaVB2Cl6(OF)4,1
concdvae_cifs/eval_gen_FM3_0025.cif,SmYThGaFeCo(S2O3)2,1
concdvae_cifs/eval_gen_FM3_0026.cif,Ba3SmSi5Sb(O5F)3,1
concdvae_cifs/eval_gen_FM3_0027.cif,KNaEr2V3Ni2As2O15F7,1
concdvae_cifs/eval_gen_FM3_0028.cif,K3Li2YTaCoB2(O4F3)2,1
concdvae_cifs/eval_gen_FM3_0029.cif,Ca2GdFe2BiSbClO10,1
concdvae_cifs/eval_gen_FM3_0030.cif,Rb6LuV2Cr5Ni2(OF)10,1
concdvae_cifs/eval_gen_FM3_0031.cif,Na2Li2BeNiSn2BiP2H2O17,1
concdvae_cifs/eval_gen_FM3_0032.cif,KBa3CaYbU2Mn3Fe2Si2AgO22,1
concdvae_cifs/eval_gen_FM3_0033.cif,K2Sr2NbAlZnInCoAs2PPbO19,1
concdvae_cifs/eval_gen_FM3_0034.cif,Li3MgTiNbTlCoNiO11,1
concdvae_cifs/eval_gen_FM3_0035.cif,RbLi3MnV2FeOs(O4F3)2,1
concdvae_cifs/eval_gen_FM3_0036.cif,NaLiPr2TiMn2Al3Co2(SbO11)2,1
concdvae_cifs/eval_gen_FM3_0037.cif,NaSmTmTiAlAgO8,1
concdvae_cifs/eval_gen_FM3_0038.cif,CsKLi2Gd2Ga2(O2F5)2,1
concdvae_cifs/eval_gen_FM3_0039.cif,K2Rb2LiNd4UCu3Ag2S8IO6,1
concdvae_cifs/eval_gen_FM3_0040.cif,NaCa4GdTaTiAl3SiCl2O17,1
concdvae_cifs/eval_gen_FM3_0041.cif,Rb2NaCaTa2BeGe2BiO15,1
concdvae_cifs/eval_gen_FM3_0042.cif,Li2CaEu5ScTiCuNiB2WCO24,1
concdvae_cifs/eval_gen_FM3_0043.cif,KNaGd2Lu2Zr2S7O3,1
concdvae_cifs/eval_gen_FM3_0044.cif,Cs2KRbBa2ScBi2PdRhClO5F12,1
concdvae_cifs/eval_gen_FM3_0045.cif,CaLaCu2SnMo2PO15,1
concdvae_cifs/eval_gen_FM3_0046.cif,LaY3ScTiCu2S3O8,1
concdvae_cifs/eval_gen_FM3_0047.cif,Li3CaSc2UCoCu2Si2O15,1
concdvae_cifs/eval_gen_FM3_0048.cif,KRbBa2Na2Ce2Bi3(SO6)2,1
concdvae_cifs/eval_gen_FM3_0049.cif,K2Rb3Na3LiEuSiClO4F9,1
concdvae_cifs/eval_gen_FM3_0050.cif,KLi2Ca2Y2Mn2TlBiCl5O9,1
concdvae_cifs/eval_gen_FM3_0051.cif,K2NaLiCaBeAg2GePWSO16,1
concdvae_cifs/eval_gen_FM3_0052.cif,Li5Gd4TmAlS8O4F3,1
concdvae_cifs/eval_gen_FM3_0053.cif,K2Na4CaNbCuSb3(O2F)6,1
concdvae_cifs/eval_gen_FM3_0054.cif,La2MnAl2SnPd2O11,1
concdvae_cifs/eval_gen_FM3_0055.cif,K4La2RuF12,1
concdvae_cifs/eval_gen_FM3_0056.cif,K2RbNa2LiCaTiBeVCuReNiBiO19,1
concdvae_cifs/eval_gen_FM3_0057.cif,BaNa3Li3Zr3Ti4O18,1
concdvae_cifs/eval_gen_FM3_0058.cif,CsNa2ReF8,1
concdvae_cifs/eval_gen_FM3_0059.cif,KRbBaSr2EuAl(BiO5)3,1
concdvae_cifs/eval_gen_FM3_0060.cif,K2LiDyMn3BeAl2CdSiP2H2(O10F)2,1
concdvae_cifs/eval_gen_FM3_0061.cif,Li2LaUNbV5O16,1
concdvae_cifs/eval_gen_FM3_0062.cif,CsScTiCdCo2Si3O12F,1
concdvae_cifs/eval_gen_FM4_0001.cif,CaYbCePr2ErLuU2Ti4Al3Cd2O17F27,1
concdvae_cifs/eval_gen_FM4_0002.cif,YbPrSm2Ho2ErHfScUTi3NbAl4Tl2GeS3Cl2(O11F7)2,1
concdvae_cifs/eval_gen_FM4_0003.cif,Yb2Sm3GdHo2Hf2Ti2Al4TlCrGePS4Cl2(O5F4)4,1
concdvae_cifs/eval_gen_FM4_0004.cif,CaLaYbPr2Ho2Hf2UTaTi4Al2TlCdBS4Cl2O19F17,1
concdvae_cifs/eval_gen_FM4_0005.cif,CaYb2CeHo2ErLuU3PaTi3Al3TlCl2O20F21,1
concdvae_cifs/eval_gen_FM4_0006.cif,BaLaYb2HoTmHf2ThUPaTi3NbAl2TlCdPCl2(O5F3)5,1
concdvae_cifs/eval_gen_FM4_0007.cif,Ba2CaYbPr2SmHf2UTaTi2Al3Tl2GeO16F27,1
concdvae_cifs/eval_gen_FM4_0008.cif,YbCePrHo2Lu2U3PaTi2Al3TlP2Cl2O26F15,1
concdvae_cifs/eval_gen_FM4_0009.cif,NaCaLaYbCePr2GdErHf2UPaTiAl3TlPSCl2O19F21,1
concdvae_cifs/eval_gen_FM4_0010.cif,LaYbPrHo2LuScU4PaTiBeAl2TlCdCuPS4Cl2(OF)18,1
concdvae_cifs/eval_gen_FM4_0011.cif,CsK5SrLiCaDy4Tm2ZrSc2UInPBr6O13F20,1
concdvae_cifs/eval_gen_FM4_0012.cif,Cs2K2Sr2EuDy3Tm2HfZr2Sc2Cu2Si2S6(O4F7)3,1
concdvae_cifs/eval_gen_FM4_0013.cif,Cs4K3RbSrCaDy4Tm2Zr2Sc3CuP2S6(O8F7)2,1
concdvae_cifs/eval_gen_FM4_0014.cif,CsK2Rb2Eu2Dy4HoTmZrSc3TiAlPS6O15F19,1
concdvae_cifs/eval_gen_FM4_0015.cif,CsK3Rb4EuDy4HoTmZr2Sc3AlS6O10F23,1
concdvae_cifs/eval_gen_FM4_0016.cif,Cs2K3RbSr2Dy4Tm2Zr2Sc3SiPS6(O5F6)3,1
concdvae_cifs/eval_gen_FM4_0017.cif,CsK3Rb2CaDy4ErTmZrSc3UInCuPS6(O5F6)3,1
concdvae_cifs/eval_gen_FM4_0018.cif,CsK3Rb2EuDy4Tm2Zr2Sc3P2Br6(O7F10)2,1
concdvae_cifs/eval_gen_FM4_0019.cif,Cs3K2Rb2SrLiCaDyYErSc4UVInCu2AgHgS4BrO13F18,1
concdvae_cifs/eval_gen_FM4_0020.cif,Cs3K2RbSrCaDy5Tm2Sc3UP2S6(O6F5)3,1
concdvae_cifs/eval_gen_FM4_0021.cif,Ba2Ce4EuYScUTi3Al2ZnSi2P5O37F3,1
concdvae_cifs/eval_gen_FM4_0022.cif,Ca4La2CeEuYThU2TiAl5Si4O37F4,1
concdvae_cifs/eval_gen_FM4_0023.cif,CaCe4YTh2UTaTi4Al2ZnSiP4O39F2,1
concdvae_cifs/eval_gen_FM4_0024.cif,BaCa2Ce4EuYThUTi3Al2ZnSi2P4O33F7,1
concdvae_cifs/eval_gen_FM4_0025.cif,Ca4LaCeYHoTh3TaTi4Al3Zn2Si2PO38F,1
concdvae_cifs/eval_gen_FM4_0026.cif,Ca2LaCe3YTh2ScUTi4AlZn2BP3O33F8,1
concdvae_cifs/eval_gen_FM4_0027.cif,Ca2Ce2Th3ScTi3Al3ZnSi4P4(O19F)2,1
concdvae_cifs/eval_gen_FM4_0028.cif,CaCe3Th2ScUTi3Al2ZnSi5P3O39F2,1
concdvae_cifs/eval_gen_FM4_0029.cif,Ca3Ce4EuDyYU2Ti3Al3Zn2SiP2(O9F)4,1
concdvae_cifs/eval_gen_FM4_0030.cif,Ca3LaCe2EuYTh2ScUTi4AlZn2Si3PO37F3,1
concdvae_cifs/eval_gen_partial_FM0_001_0001.cif,YbPrAl2SiAgHg,1
concdvae_cifs/eval_gen_partial_FM0_001_0002.cif,Rb2NaLiAcLa2Eu2ScBeGaFeSiNi2HgBi2SbN,1
concdvae_cifs/eval_gen_partial_FM0_001_0003.cif,Rb2BaNa2AcLaMg2ScMn2Tl2Fe2SiNi2HgN,1
concdvae_cifs/eval_gen_partial_FM0_001_0004.cif,Rb2NaAcLaEu3GdMg2Mn2Tl2Fe2SiNi2Hg,1
concdvae_cifs/eval_gen_partial_FM0_001_0005.cif,Rb2BaNa2AcLaMg2ScMn2Tl2Fe2SiNi2HgN,1
concdvae_cifs/eval_gen_partial_FM0_001_0006.cif,Rb2NaAcLaEu2Mg2ScBeTl2Fe2SiNi2HgSbN,1
concdvae_cifs/eval_gen_partial_FM0_001_0007.cif,Rb2Na2AcLa2Eu2ScBe2AlFeSiNi2AgHgBi2,1
